id,category,categoryLabel,key,emoji,nameKo,descKo,tier,price,coinCost,itemKind,deviceKind,command,sprite,aiPrompt
"ach_stage10","ach","업적","stage10","🧗","10층 등반","스테이지 10 도달",,,,,,,"Sprites/Achievements/ach_stage10.png","a silver medal badge of a climber reaching a mountain flag, achievement trophy, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"ach_stage15","ach","업적","stage15","🏔️","최종보스 도달","스테이지 15 도달",,,,,,,"Sprites/Achievements/ach_stage15.png","a platinum medal of a snowy mountain peak summit, prestige achievement trophy, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_all_in","aug","증강","all_in","🎯","몰아치기","스핀 -1·모든 EXP +45%","GOLD",,,,,,"Sprites/Augments/aug_all_in.png","a single risky chip pushed all-in glowing with high-stakes energy, all-in icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_all_or_nothing","aug","증강","all_or_nothing","☠","해골도박","☠해골 EXP+10·EXP -10%","GOLD",,,,,,"Sprites/Augments/aug_all_or_nothing.png","a glowing skull flipping a coin over a gambling abyss, skull gamble icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_black_diploma","aug","증강","black_diploma","🎓","검은졸업장","저주5+ EXP +60%·점수 +30%·스핀 -1","PRISM",,,,,,"Sprites/Augments/aug_black_diploma.png","a dark obsidian rolled diploma scroll bound with black ribbon emitting eerie purple glow, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_book_up","aug","증강","book_up","📘","책강화","📘책 EXP +2","SILVER",,,,,,"Sprites/Augments/aug_book_up.png","a thick blue spellbook glowing brighter with magic energy, book enhancement icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_bullseye","aug","증강","bullseye","🎯","정조준2","가운데 칸 EXP 1.8배","GOLD",,,,,,"Sprites/Augments/aug_bullseye.png","a dartboard with a glowing arrow striking the dead-center bull, precise aim icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_center","aug","증강","center","🎯","집중","가운데 칸 EXP 2배","GOLD",,,,,,"Sprites/Augments/aug_center.png","a single central slot tile blazing with a concentrated golden beam, focus icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_chain","aug","증강","chain","🔗","연쇄","붙은 같은 심볼 쌍당 EXP +20","GOLD",,,,,,"Sprites/Augments/aug_chain.png","two adjacent matching tiles linked by a glowing golden chain, chain combo icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_cherry_farm","aug","증강","cherry_farm","🍒","체리농장","🍒체리 EXP +4·등장↑","GOLD",,,,,,"Sprites/Augments/aug_cherry_farm.png","a bountiful basket overflowing with glowing red cherries on a vine, cherry farm icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_cherry_up","aug","증강","cherry_up","🍒","체리강화","🍒체리 EXP +2","SILVER",,,,,,"Sprites/Augments/aug_cherry_up.png","a pair of plump shiny red cherries pulsing with a power-up glow, enhancement icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_cliff_focus","aug","증강","cliff_focus","🧗","벼랑끝집중","EXP가 요구 60% 미만 & 마지막스핀 → 막스핀 EXP +80%","GOLD",,,,,,"Sprites/Augments/aug_cliff_focus.png","a glowing figure of focus clinging to a cliff edge symbol with radiant determination aura, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_coin_luck","aug","증강","coin_luck","🪙","동전운","코인 +30%","SILVER",,,,,,"Sprites/Augments/aug_coin_luck.png","a stack of gold coins overflowing with a lucky shimmer, coin fortune icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_combo_note","aug","증강","combo_note","🎯","콤보노트","세트 보너스 +20%","SILVER",,,,,,"Sprites/Augments/aug_combo_note.png","a glowing target with a small combo notebook beside it, combo note icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_cram","aug","증강","cram","⏰","벼락치기","첫스핀 -40%·막스핀 +120%","GOLD",,,,,,"Sprites/Augments/aug_cram.png","a stack of books and a ticking clock glowing under last-minute pressure, cramming icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_crammer_tag","aug","증강","crammer_tag","🎓","주입식","학습태그당 EXP+7·책등장↑","GOLD",,,,,,"Sprites/Augments/aug_crammer_tag.png","an overflowing funnel pouring glowing books into a graduation cap, rote learning icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_crown_seek","aug","증강","crown_seek","👑","왕관추종","👑왕관 등장 2배·점수 +30","GOLD",,,,,,"Sprites/Augments/aug_crown_seek.png","a golden crown drawing in floating treasure with a magnetic glow, crown seeker icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_deep_read","aug","증강","deep_read","📕","정독","학습태그(📘) 1개당 EXP +3","SILVER",,,,,,"Sprites/Augments/aug_deep_read.png","a dark red hardcover book open with glowing dense annotated pages, intensive reading icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_diligence","aug","증강","diligence","✍️","꾸준함","스핀마다 EXP +3","SILVER",,,,,,"Sprites/Augments/aug_diligence.png","a steady fountain pen writing endless glowing notes, diligence icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_domino","aug","증강","domino","⛓️","도미노","붙은 같은 심볼 쌍당 EXP +16","GOLD",,,,,,"Sprites/Augments/aug_domino.png","a row of glowing dominoes tumbling in a linked chain reaction, domino icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_early_adapt","aug","증강","early_adapt","🌱","빠른적응","S1~5 EXP +12% (S6+ 무효)","GOLD",,,,,,"Sprites/Augments/aug_early_adapt.png","a glowing green sprout breaking through a tiny open book, soft magical light, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_early_prep","aug","증강","early_prep","🥚","조기교육","S3 이하 EXP +15% (S6+ 무효)","SILVER",,,,,,"Sprites/Augments/aug_early_prep.png","a glowing golden egg cradled in a small textbook, soft magical light, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_endgame_rush","aug","증강","endgame_rush","🏁","막판스퍼트","막스핀 EXP 2.4배·첫스핀 -50%","PRISM",,,,,,"Sprites/Augments/aug_endgame_rush.png","a checkered flag waving as a final sprint bursts with speed lines, last spurt icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_evening","aug","증강","evening","🌆","야간자습","마지막 스핀 EXP +30%","SILVER",,,,,,"Sprites/Augments/aug_evening.png","a study lamp glowing over a book against a twilight cityscape, evening study icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_fate_bell","aug","증강","fate_bell","🔔","운명의종","런 1회 부족 15 이하 실패직전 자동 추가스핀 +1","PRISM",,,,,,"Sprites/Augments/aug_fate_bell.png","a glowing golden bell ringing with destiny light and magical sound waves, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_fate_burst","aug","증강","fate_burst","💫","운명폭발","희귀 2개+ 스핀 EXP +80%·점수 +50% (보스전 70%)","PRISM",,,,,,"Sprites/Augments/aug_fate_burst.png","a brilliant bursting comet of fate energy with radiant cosmic sparkles, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_focus_fire","aug","증강","focus_fire","🔭","정조준","가운데 칸 EXP 2.5배","GOLD",,,,,,"Sprites/Augments/aug_focus_fire.png","a telescope locking a precise glowing beam onto a center tile, precise aim icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_fortune_check","aug","증강","fortune_check","🔍","운세확인","스테이지 첫스핀 희귀 등장 +20%","SILVER",,,,,,"Sprites/Augments/aug_fortune_check.png","a glowing crystal magnifying glass revealing a starry fortune, magical aura, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_gamblers_dice","aug","증강","gamblers_dice","🎲","도박주사위","🎲주사위 등장·EXP +15%","PRISM",,,,,,"Sprites/Augments/aug_gamblers_dice.png","a pair of glowing dice rolling onto the reels with lucky sparks, gambler dice icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_gem_buff","aug","증강","gem_buff","💠","보석세공","💎보석 점수 +12","SILVER",,,,,,"Sprites/Augments/aug_gem_buff.png","a faceted blue diamond rhombus refined to dazzling brilliance, gem cutting icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_gem_invest","aug","증강","gem_invest","💎","보석투자","💎보석 점수 +25","GOLD",,,,,,"Sprites/Augments/aug_gem_invest.png","a diamond growing larger atop a rising gold value chart, gem investment icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_gem_polish","aug","증강","gem_polish","💎","보석연마","💎보석 점수 +10","SILVER",,,,,,"Sprites/Augments/aug_gem_polish.png","a sparkling blue diamond being polished to a brilliant shine, gem polishing icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_glass_cannon","aug","증강","glass_cannon","⚡","유리대포","스핀-1·EXP +90%·점수+10%","PRISM",,,,,,"Sprites/Augments/aug_glass_cannon.png","a fragile glowing glass cannon crackling with overcharged lightning, glass cannon icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_great_harvest","aug","증강","great_harvest","🌾","대수확","🌱씨앗 등장·🍒체리 EXP +3","PRISM",,,,,,"Sprites/Augments/aug_great_harvest.png","a golden wheat sheaf bundled with sprouting seeds and red cherries, great harvest icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_greed","aug","증강","greed","🤑","탐욕","모든 EXP +25%","GOLD",,,,,,"Sprites/Augments/aug_greed.png","a grinning money-eyed face surrounded by floating gold coins, greed icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_greed_calc","aug","증강","greed_calc","🤑","탐욕의 계산","모든 EXP +15%","GOLD",,,,,,"Sprites/Augments/aug_greed_calc.png","a golden calculator overflowing with glowing coins and greedy gold sparkles, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_growth_log","aug","증강","growth_log","📈","성장일지","클리어마다 다음스테이지 첫스핀 EXP +8% (최대5·실패리셋)","SILVER",,,,,,"Sprites/Augments/aug_growth_log.png","a glowing notebook with a rising green arrow growth chart, magical aura, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_high_roller","aug","증강","high_roller","💠","하이롤러","💎보석 점수+30·EXP -8%","GOLD",,,,,,"Sprites/Augments/aug_high_roller.png","a flashy diamond rhombus on stacked casino chips, high roller icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_honor_student","aug","증강","honor_student","🎓","수재","학습태그(📘) 1개당 EXP +6","GOLD",,,,,,"Sprites/Augments/aug_honor_student.png","a graduation cap atop a glowing diploma and stacked honor books, top student icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_insurance","aug","증강","insurance","❤️","보험","스테이지 스핀 +1","GOLD",,,,,,"Sprites/Augments/aug_insurance.png","a glowing red heart shield granting an extra life token, insurance icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_jackpot","aug","증강","jackpot","🎰","잭팟기계","👑왕관 대량등장·점수 +50","PRISM",,,,,,"Sprites/Augments/aug_jackpot.png","a slot machine erupting with golden crowns and jackpot light, jackpot machine icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_joker","aug","증강","joker","🃏","조커","🌀와일드 대량 등장","PRISM",,,,,,"Sprites/Augments/aug_joker.png","a grinning joker playing card swirling with wild rainbow magic, joker icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_key_master","aug","증강","key_master","🗝","열쇠장인","🗝열쇠 등장·코인 +25%","PRISM",,,,,,"Sprites/Augments/aug_key_master.png","a master craftsman key unlocking a glowing coin vault, key master icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_lapidary","aug","증강","lapidary","💍","세공장인","💎보석 점수 +28","GOLD",,,,,,"Sprites/Augments/aug_lapidary.png","a glowing diamond ring crafted by a master jeweler's precise cut, lapidary icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_late_focus","aug","증강","late_focus","⏳","후반집중","남은스핀 2 이하 EXP +10%","SILVER",,,,,,"Sprites/Augments/aug_late_focus.png","a glowing hourglass with sand running low and concentrated golden light, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_library","aug","증강","library","📇","도서관","📘책 EXP +4·학습태그 +3","GOLD",,,,,,"Sprites/Augments/aug_library.png","a card catalog drawer overflowing with glowing index cards and books, library icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_luck_accum","aug","증강","luck_accum","🎰","불운적립","희귀 미등장 스핀마다 불운+1 (3+면 다음 희귀↑)","GOLD",,,,,,"Sprites/Augments/aug_luck_accum.png","a glowing slot machine reel charging up with stored lucky energy, magical sparkles, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_lucky","aug","증강","lucky","🍀","행운부적","희귀심볼 등장 +20%","SILVER",,,,,,"Sprites/Augments/aug_lucky.png","a four-leaf clover amulet attracting rare glowing symbols, lucky charm icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_magnet_up","aug","증강","magnet_up","🧲","자석강화","🧲자석 EXP +3","SILVER",,,,,,"Sprites/Augments/aug_magnet_up.png","a glowing red horseshoe magnet crackling with charged energy, magnet enhancement icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_mega_jackpot","aug","증강","mega_jackpot","🎰","대박기계","👑왕관 대량등장·점수 +40","PRISM",,,,,,"Sprites/Augments/aug_mega_jackpot.png","a slot machine overflowing with a giant cascade of golden crowns, mega jackpot icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_mirror","aug","증강","mirror","🪞","거울대칭","양끝 같은 심볼이면 EXP 1.9배","GOLD",,,,,,"Sprites/Augments/aug_mirror.png","an ornate hand mirror reflecting two glowing matched symbols, mirror symmetry icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_morning","aug","증강","morning","🌅","아침예습","첫 스핀 EXP +30%","SILVER",,,,,,"Sprites/Augments/aug_morning.png","a glowing textbook under a radiant sunrise over the horizon, morning study icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_necromancer","aug","증강","necromancer","💀","강령술사","☠해골이 EXP +8","GOLD",,,,,,"Sprites/Augments/aug_necromancer.png","a glowing white skull wreathed in eerie green necromantic flames, necromancer icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_note_take","aug","증강","note_take","📝","필기","스핀마다 EXP +5","SILVER",,,,,,"Sprites/Augments/aug_note_take.png","a glowing notepad with a pencil scribbling rapid bright notes, note taking icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_overdrive","aug","증강","overdrive","⚡","과부하","모든 EXP +60%","PRISM",,,,,,"Sprites/Augments/aug_overdrive.png","a crackling lightning bolt overloading a slot reel with raw energy, overdrive icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_overheat_formula","aug","증강","overheat_formula","♨️","과열 공식","모든 EXP +14%","GOLD",,,,,,"Sprites/Augments/aug_overheat_formula.png","a glowing chalkboard formula radiating red heat waves and steam, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_pair_match","aug","증강","pair_match","👯","짝맞추기","같은심볼 2세트면 세트 보너스 +20%","SILVER",,,,,,"Sprites/Augments/aug_pair_match.png","two glowing matching gemstone pairs linked by sparkling light, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_perfect_shape","aug","증강","perfect_shape","💠","완벽한모양","양끝 같고 가운데 같은계열 EXP +120% (와일드충족 70%)","PRISM",,,,,,"Sprites/Augments/aug_perfect_shape.png","a flawless glowing crystal diamond with perfect symmetry and radiant aura, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_polish_work","aug","증강","polish_work","✨","광택 작업","💎보석 점수 +25","GOLD",,,,,,"Sprites/Augments/aug_polish_work.png","a sparkling polished gemstone with radiant shine and buffing cloth, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_polymath","aug","증강","polymath","🧠","박식","모든 EXP +20%","GOLD",,,,,,"Sprites/Augments/aug_polymath.png","a glowing brain crowned with floating symbols of many subjects, polymath icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_preview","aug","증강","preview","🔍","예습","첫 스핀 EXP +25%","SILVER",,,,,,"Sprites/Augments/aug_preview.png","a magnifying glass scanning a fresh textbook page with a bright morning glow, preview icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_puzzle_sense","aug","증강","puzzle_sense","🧩","퍼즐감각","세트3+ EXP +25%·세트4+ 점수 +20%","GOLD",,,,,,"Sprites/Augments/aug_puzzle_sense.png","a glowing interlocking jigsaw puzzle piece radiating magical insight light, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_red_safetynet","aug","증강","red_safetynet","🥅","붉은 안전망","🍒체리 EXP +2","SILVER",,,,,,"Sprites/Augments/aug_red_safetynet.png","a red woven safety net catching glowing cherries, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_review","aug","증강","review","📖","복습","마지막 스핀 EXP +25%","SILVER",,,,,,"Sprites/Augments/aug_review.png","an open book with a sunset bookmark and lingering golden afterglow, review icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_rich_richer","aug","증강","rich_richer","🤑","부익부","코인+60%·클코인+3·EXP-5%","PRISM",,,,,,"Sprites/Augments/aug_rich_richer.png","an avalanche of gold coins cascading into a giant money pile, getting richer icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_royal_decree","aug","증강","royal_decree","📜","왕명","👑왕관 등장↑·점수 +20","GOLD",,,,,,"Sprites/Augments/aug_royal_decree.png","an unfurled royal scroll sealed with a glowing golden crown stamp, royal decree icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_sacrifice","aug","증강","sacrifice","🩸","희생","저주1개당 EXP +6%·클리어코인 -1","GOLD",,,,,,"Sprites/Augments/aug_sacrifice.png","a glowing crimson blood drop transforming into radiant magical energy, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_seed_garden","aug","증강","seed_garden","🌱","씨앗정원","🌱씨앗 등장(다음스핀 성장)","PRISM",,,,,,"Sprites/Augments/aug_seed_garden.png","a glowing green seed sprouting future growth over fertile soil, seed garden icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_set_sense","aug","증강","set_sense","🎯","콤보감각","세트 보너스 +30%","SILVER",,,,,,"Sprites/Augments/aug_set_sense.png","a glowing target dartboard with linked combo lines, combo intuition icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_short_day","aug","증강","short_day","🏃","조기퇴근","스핀 -2 · 모든 EXP +120%","PRISM",,,,,,"Sprites/Augments/aug_short_day.png","a running figure leaving work early under a setting sun burst, early leave icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_skull_study","aug","증강","skull_study","☠","해골학","☠해골이 EXP +6","GOLD",,,,,,"Sprites/Augments/aug_skull_study.png","a glowing skull wearing tiny round study glasses over a book, skull scholar icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_skull_watch","aug","증강","skull_watch","👁️","해골관찰","☠1개당 EXP +2·☠3+ 스핀 점수 -10%","SILVER",,,,,,"Sprites/Augments/aug_skull_watch.png","a glowing mystical eye observing a small dark skull, faint magical aura, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_snowball","aug","증강","snowball","❄️","눈덩이","남은스핀2+ 클리어시 다음 EXP +12% (최대4·보스후 -1)","PRISM",,,,,,"Sprites/Augments/aug_snowball.png","a glowing blue snowball rolling and growing larger, frosty magical sparkles, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_star_up","aug","증강","star_up","⭐","별강화","⭐별 EXP +2","SILVER",,,,,,"Sprites/Augments/aug_star_up.png","a brilliant golden five-point star charged with extra radiance, star enhancement icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_star_up2","aug","증강","star_up2","🌟","별관측","⭐별 EXP +3","SILVER",,,,,,"Sprites/Augments/aug_star_up2.png","a shimmering glittering star observed through a faint telescope glow, star observation icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
